,subject,new_relation,object
142370,acute respiratory failure,disease_disease,community
142372,ace2,gene_disease,mucous membrane
142379,abdominal cramp,disease_symptom,watery diarrhea
142380,h7,gene_species,calf
142382,vascular damage,disease_disease,uremic syndrome
142383,vascular damage,disease_disease,colitis
142384,damage,gene_disease,uremic syndrome
142386,damage,gene_disease,hemolytic uremic syndrome
142387,vascular damage,disease_disease,hemolytic uremic syndrome
142389,vascular damage,disease_disease,syndrome
142390,vascular damage,disease_disease,hemorrhagic colitis
142391,damage,gene_disease,hemorrhagic colitis
142392,damage,gene_disease,colitis
142393,vascular damage,disease_treat_procedure,lead
142395,presence,treat_procedure_species,beef cattle
142402,th2,gene_species,child
142403,presence,treat_procedure_disease,asthma
142407,respiratory symptom,disease_disease,asthma
142408,rhinitis,disease_gene,impact
142409,allergic rhinitis,disease_species,child
142411,allergic,disease_species,patient
142414,allergic rhinitis,disease_gene,impact
142430,ha,gene_gene,type ii transmembrane serine protease
142431,aprotinin,gene_species,human
142432,aprotinin,gene_gene,protein
142438,gene 1,gene_disease,infection
142441,p28,gene_gene,cleaved
142442,polypeptide,gene_symptom,mass
142448,respiratory disorder,disease_disease,disease
142449,disorder,disease_disease,infectious disease
142451,respiratory disorder,disease_disease,infectious disease
142452,sd,drug_drug,guanidinium thiocyanate
142455,kd,gene_gene,macrophage
142457,pneumatosis intestinalis,disease_disease,gastroenteritis
142464,he,disease_disease,hrv
142469,ifa,gene_gene,ifa
142478,hit,disease_disease,lower
142479,intervention,treat_procedure_disease,hit
142484,peritonitis virus,disease_drug,fip
142487,infectious peritonitis virus,disease_disease,progressive disease
142488,peritonitis virus,disease_disease,progressive disease
142490,infectious peritonitis virus,disease_drug,fip
142491,type ii fcov,disease_gene,gene
142494,co-infection,disease_species,canine parvovirus
142497,pericardial effusion,disease_treat_procedure,detected
142503,dyspnea,symptom_symptom,shortness of breath
142507,headache,symptom_symptom,flushing
142509,bronchitis,disease_disease,condition
142516,bacterial bronchitis,disease_disease,condition
142531,rsv,drug_species,human rhinovirus
142538,host,gene_treat_procedure,presence
142540,stimulation,treat_procedure_disease,latent infection
142541,rsv,drug_treat_procedure,act
142544,prophylaxis,treat_procedure_disease,rsv bronchiolitis
142547,prophylaxis,treat_procedure_disease,respiratory infection
142549,lung disease,disease_disease,high
142550,covid-19,disease_disease,infectious lung disease
142552,task,gene_gene,set
142554,60,drug_treat_procedure,expression
142564,hpi,disease_treat_procedure,detected
142588,step,gene_treat_procedure,treatment
142591,oxygen,drug_symptom,breathlessness
142594,he,disease_species,cov
142595,chronic lung disease,disease_species,child
142597,zinc,drug_drug,vitamin d
142601,type,disease_disease,sleep disordered breathing
142605,hypoxemia,disease_disease,hypercapnia
142609,acute asthma,disease_species,child
142610,troponin,gene_disease,disease
142612,arrythmia,disease_species,patient
142614,class,gene_disease,me
142622,attachment,treat_procedure_drug,acid
142623,attachment,treat_procedure_gene,nucleic acid
142625,disease,disease_treat_procedure,organ transplantation
142627,induction,treat_procedure_drug,corticosteroid
142628,rabies,disease_treat_procedure,transplantation
142629,rabies,disease_treat_procedure,transplantation of liver
142630,she,gene_species,dog
142631,rabies vaccination,treat_procedure_treat_procedure,transplantation
142634,pain,symptom_symptom,rash
142646,apmv,disease_disease,infection
142650,fever,disease_disease,thrombocytopenia
142654,liver failure,disease_treat_procedure,liver transplant
142655,fulminant liver failure,disease_treat_procedure,liver transplant
142656,chikv infection,disease_disease,arthritis
142658,acute cough,disease_disease,community
142659,gps,gene_disease,sinusitis
142660,gps,gene_disease,tuberculosis
142661,gps,gene_treat_procedure,treatment
142662,bronchitis,disease_gene,rare
142663,bronchitis,disease_disease,rare disorder
142664,bronchitis,disease_disease,disorder
142665,fat diet,treat_procedure_species,mouse
142666,high fat diet,treat_procedure_disease,airway inflammation
142667,high fat diet,treat_procedure_species,mouse
142675,fat diet,treat_procedure_disease,airway inflammation
142682,tetraspanins,gene_gene,tetraspanins
142684,azithromycin,drug_disease,lung
142685,stretch,treat_procedure_disease,di
142686,sv,disease_disease,wt
142688,tp,disease_treat_procedure,exercise
142690,ed,disease_treat_procedure,drainage procedure
142691,pattern,gene_treat_procedure,bronchoalveolar lavage
142692,pattern,gene_treat_procedure,lavage
142693,reduction,treat_procedure_symptom,dyspnoea
142695,pulmonary tb,disease_species,patient
142705,hypotension,disease_treat_procedure,dialysis
142707,arf,drug_species,sars
142712,acidification,treat_procedure_gene,m2
142727,antisense,treat_procedure_gene,cytoplasm
142738,psychotherapy,treat_procedure_species,patient
142744,nsp15,gene_drug,manganese
142745,nsp15,gene_gene,dsrna
142746,spike protein,gene_species,sars cov
142747,spike protein,gene_gene,glycoprotein
142750,protein,gene_gene,traf3
142752,envelope protein,gene_gene,integral membrane protein
142758,rash,symptom_species,shrimp
142761,virus particle,gene_disease,rna
142763,cough,symptom_gene,lr
142765,headache,symptom_gene,rare
142766,diarrhea,symptom_gene,rare
142774,muscle pain,symptom_symptom,fatigue
142776,rhabdomyolysis,disease_disease,covid-19
142778,covid-19,disease_disease,rhabdomyolysis
142784,mix,gene_disease,virus
142794,therapy,treat_procedure_species,cov
142801,bone marrow transplant,treat_procedure_disease,rsv infection
142807,shingle,disease_disease,virus
142809,cough,symptom_disease,bocavirus
142810,deoxyspergualin,drug_drug,steroid
142815,infection,disease_symptom,discomfort
142818,cynomolgus,disease_treat_procedure,detected
142825,ivermectin,drug_gene,transport
142827,n3,gene_gene,mpro
142829,placebo,treat_procedure_species,mers
142831,chloroquine,drug_treat_procedure,fusion
142835,type i ifn,gene_gene,ifn
142844,human bocavirus,disease_species,salmonella enterica
142845,bocavirus,disease_species,salmonella enterica
142853,s protein,gene_species,infectious bronchitis virus
142856,pi,gene_gene,antibody
142862,calicivirus,disease_gene,cathepsins
142863,porcine enteric calicivirus,disease_gene,cathepsins
142867,pedv,drug_gene,endosomes
142868,presence,treat_procedure_gene,endosomes
142869,psychotic symptom,disease_species,patient
142871,transplantation,treat_procedure_treat_procedure,elective
142881,serum,gene_species,chicken
142884,lung infection,disease_disease,influenza virus a
142888,rhinitis,disease_gene,lp
142890,administration,treat_procedure_disease,rhinitis
142899,hemoptysis,symptom_disease,gastrointestinal symptom
142904,vomiting,symptom_disease,ureteritis
142905,vomiting,symptom_disease,cystitis
142911,retinopathy,disease_disease,cirrhosis
142912,withdrawal,treat_procedure_species,participant
142918,type,disease_gene,core
142922,peritonitis virus,disease_drug,fcov
142925,infectious peritonitis virus,disease_drug,fcov
142932,nucleocapsid,gene_gene,outer envelope
142945,small e protein,gene_gene,viral envelope
142947,virus,disease_gene,cov protein
142949,7a protein,gene_gene,type i interferon
142958,intubation,treat_procedure_treat_procedure,tracheal extubation
142965,tracheal intubation,treat_procedure_treat_procedure,tracheal extubation
142970,larynx,disease_disease,edema
142971,nebulization,treat_procedure_drug,oxygen
142978,h2,drug_gene,mab
142979,h2,drug_disease,primate
142987,virus infection,disease_gene,dsrna
142988,ns1,gene_treat_procedure,induction
142989,iκb,gene_gene,nfκb
142990,rna virus,disease_gene,phosphatase
142991,virus,disease_gene,dsrna
142994,isg15,gene_gene,irf3
142997,host,gene_gene,tlr3
143001,kshv,disease_gene,tlr4
143002,flavivirus,disease_treat_procedure,construction
143006,treatment,treat_procedure_disease,retinal detachment
143008,retinal detachment,disease_disease,cmv retinitis
143009,ia,disease_drug,rsv b
143010,ia,disease_drug,rsv a
143012,ia,disease_treat_procedure,detected
143014,ia,disease_disease,ia
143016,pneumonia,disease_disease,1918
143022,noroviruses,disease_disease,foodborne disease
143026,norovirus,disease_treat_procedure,heat treatment
143028,vomiting,symptom_symptom,malaise
143029,vomiting,symptom_symptom,general malaise
143032,vomiting,symptom_symptom,vomit
143037,sapovirus,disease_treat_procedure,presence
143042,sapovirus,disease_species,rotavirus
143044,sapoviruses,disease_disease,virus
143045,acute gastroenteritis,disease_disease,rotavirus
143047,rotavirus,disease_species,onion
143050,rotavirus,disease_species,strawberry
143054,cscl,drug_gene,genome
143055,astroviruses,disease_disease,consumption
143059,bocaviruses,disease_disease,ed
143061,60 subunit,gene_treat_procedure,release
143062,higher order structure,gene_gene,cistron
143063,ribosome,gene_gene,cistron
143066,mammarenaviruses,disease_disease,infection
143067,mammarenaviruses,disease_disease,persistent infection
143070,trail,gene_disease,virus infection
143075,tlrs,gene_disease,viral infection
143076,tlrs,gene_disease,infection
143077,endosomal tlrs,gene_disease,viral infection
143078,endosomal tlrs,gene_disease,infection
143082,nlrp3,gene_disease,rna
143083,rlr,gene_gene,rig
143090,fasl,gene_gene,type i ifn
143091,trail,gene_disease,iav infection
143092,trail,gene_gene,type ii transmembrane protein
143095,peripheral blood cell,gene_species,iav
143096,peripheral blood mononuclear cell,gene_species,iav
143097,blood cell,gene_species,iav
143098,h3n2,drug_gene,trail
143099,h3n2,drug_species,mouse
143101,trail,gene_species,human
143102,trail,gene_disease,pneumonia
143106,trail,gene_gene,nk
143107,trail,gene_gene,dc
143108,trail,gene_gene,cd4
143109,cd8 t,gene_gene,trail
143117,trail,gene_disease,injury
143121,respiratory infection,disease_disease,lung injury
143123,respiratory viral infection,disease_disease,lung injury
143125,viral infection,disease_disease,lung injury
143137,class,gene_gene,viral na
143145,lung injury,disease_disease,iav infection
143152,asthma,disease_disease,101
143183,treatment,treat_procedure_species,iav
143185,recruitment,disease_disease,tissue
143194,myocarditis,disease_disease,pericarditis
143207,rsv a,drug_disease,disease
143210,fever,symptom_disease,pharyngitis
143211,fever,symptom_disease,tonsillitis
143214,adv,drug_treat_procedure,destruction
143217,rv,drug_disease,bronchiolitis
143219,common cold,disease_disease,syndrome
143229,iga,gene_disease,rbd
143231,iga antibody,gene_disease,rbd
143238,secondary infection,disease_species,zika virus
143243,ha,disease_treat_procedure,release
143246,injury,disease_treat_procedure,change
143249,tlr4,gene_gene,receptor
143251,ali,disease_disease,lung
143255,host cell receptor,gene_gene,transmembrane protein
143257,rna,disease_species,sars cov
143262,reduction,treat_procedure_gene,interferon
143267,1a,gene_gene,interferon
143270,amino acid,drug_disease,rbd
143275,nausea,symptom_disease,pneumonia
143276,fatigue,symptom_disease,pneumonia
143278,hmpv,drug_gene,spring
143282,cholesterol,drug_gene,lipid bilayer
143283,virus,disease_drug,steroid
143286,resection,treat_procedure_treat_procedure,neck dissection
143287,intervention,treat_procedure_drug,quarantine
143291,resuscitation,treat_procedure_treat_procedure,extubated
143292,resuscitation,treat_procedure_disease,opacity
143293,resuscitation,treat_procedure_disease,shock
143294,oral lesion,disease_disease,infection
143316,cachexia,symptom_species,human
143343,obesity,disease_disease,lower
143344,pi,gene_disease,lower
143345,obesity,disease_treat_procedure,adjustment
143346,obesity,disease_species,men
143350,step,gene_disease,pneumonia
143352,middle east respiratory syndrome coronavirus,disease_disease,rna virus
143353,dpp4,gene_gene,ihc
143355,virus,disease_disease,canine respiratory coronavirus
143366,host cell,gene_gene,viral antigen
143367,host cell,gene_gene,antigen
143369,infection,disease_gene,transport
143370,transport,gene_species,btv
143371,guanine,drug_gene,rare
143372,lower,disease_disease,same
143379,camp,treat_procedure_treat_procedure,operation
143383,illness,symptom_drug,h1n1
143386,nucleotide,drug_drug,sugar
143387,nucleotide,drug_treat_procedure,chemotherapy
143388,all,gene_species,hcv
143390,triphosphate,drug_gene,hcv ns5b
143395,nucleoside,drug_disease,rna virus
143403,covid-19,disease_disease,widespread disease
143408,viroporin,gene_gene,envelope
143409,prrs,gene_gene,endosomes
143415,persistent infection,disease_disease,chronic infection
143420,antibody,gene_disease,cat disease
143421,antibody,gene_drug,fip
143426,tnf alpha,gene_drug,fip
143438,venous thromboembolism,disease_disease,cardiac problem
143439,thromboembolism,disease_disease,cardiac problem
143440,pulmonary embolism,disease_disease,hemodynamic instability
143445,supraventricular tachycardia,disease_treat_procedure,ablation
143446,infection,disease_gene,recombinant s protein
143447,infection,disease_gene,s protein
143449,viral infection,disease_gene,recombinant s protein
143450,viral infection,disease_gene,s protein
143455,high,disease_symptom,finding
143456,disease,disease_treat_procedure,oxygen therapy
143459,hypoxia,disease_disease,hypoalbuminemia
143461,construction,treat_procedure_disease,infectious disease
143463,construction,treat_procedure_disease,disease
143466,rna polymerase,gene_disease,face
143467,replicase protein,gene_gene,dsrna
143472,ns5a protein,gene_gene,ns5b
143473,ns5a protein,gene_treat_procedure,anchored
143477,virus,disease_gene,mtoc
143479,flavivirus,disease_disease,dmvs
143480,arterivirus,disease_disease,dmvs
143481,flavivirus,disease_drug,vps
143483,arterivirus,disease_disease,er
143484,flavivirus,disease_disease,er
143493,pro,gene_drug,omt
143494,pro,gene_gene,exon
143495,pro,gene_gene,replicase domain
